0,1/25/2020,Orange,California,6059,1,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
11511,10/1/2020,Ventura,California,6111,12968,152,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
11512,10/1/2020,Yolo,California,6113,2836,55,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
11513,10/1/2020,Yuba,California,6115,1183,8,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
11514,10/2/2020,Alameda,California,6001,21529,420,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
11515,10/2/2020,Alpine,California,6003,2,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
11516,10/2/2020,Amador,California,6005,293,16,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
11517,10/2/2020,Butte,California,6007,2865,45,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
11518,10/2/2020,Calaveras,California,6009,324,14,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
11519,10/2/2020,Colusa,California,6011,538,6,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
11520,10/2/2020,Contra Costa,California,6013,17069,211,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
11521,10/2/2020,Del Norte,California,6015,146,1,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
11522,10/2/2020,El Dorado,California,6017,1162,4,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
11523,10/2/2020,Fresno,California,6019,28796,399,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
11524,10/2/2020,Glenn,California,6021,593,3,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
11525,10/2/2020,Humboldt,California,6023,518,8,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
11526,10/2/2020,Imperial,California,6025,12002,322,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
11527,10/2/2020,Inyo,California,6027,191,15,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
11528,10/2/2020,Kern,California,6029,32343,381,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
11529,10/2/2020,Kings,California,6031,7688,80,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
11530,10/2/2020,Lake,California,6033,572,11,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
11531,10/2/2020,Lassen,California,6035,742,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
11532,10/2/2020,Los Angeles,California,6037,272653,6626,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
11533,10/2/2020,Madera,California,6039,4642,70,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
11534,10/2/2020,Marin,California,6041,6764,119,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
11535,10/2/2020,Mariposa,California,6043,76,2,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
11536,10/2/2020,Mendocino,California,6045,988,19,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
11537,10/2/2020,Merced,California,6047,9033,145,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
11538,10/2/2020,Modoc,California,6049,26,0,yes,yes,SRID=4326; POINT(-120.72495992927404 41.58985265562181)
11539,10/2/2020,Mono,California,6051,168,2,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
11540,10/2/2020,Monterey,California,6053,10219,74,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
11541,10/2/2020,Napa,California,6055,1730,13,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
11542,10/2/2020,Nevada,California,6057,543,7,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
11543,10/2/2020,Orange,California,6059,55648,1281,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
11544,10/2/2020,Placer,California,6061,3628,49,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
11545,10/2/2020,Plumas,California,6063,48,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
11546,10/2/2020,Riverside,California,6065,59934,1231,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
11547,10/2/2020,Sacramento,California,6067,22854,430,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
11548,10/2/2020,San Benito,California,6069,1358,11,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
11549,10/2/2020,San Bernardino,California,6071,55671,962,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
11550,10/2/2020,San Diego,California,6073,47854,794,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
11551,10/2/2020,San Francisco,California,6075,11363,107,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
11552,10/2/2020,San Joaquin,California,6077,20485,470,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
11553,10/2/2020,San Luis Obispo,California,6079,3685,31,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
11554,10/2/2020,San Mateo,California,6081,10126,152,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
11555,10/2/2020,Santa Barbara,California,6083,9249,115,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
11556,10/2/2020,Santa Clara,California,6085,21605,331,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
11557,10/2/2020,Santa Cruz,California,6087,2481,12,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
11558,10/2/2020,Shasta,California,6089,991,22,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
11559,10/2/2020,Sierra,California,6091,6,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
11560,10/2/2020,Siskiyou,California,6093,167,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
11561,10/2/2020,Solano,California,6095,6525,71,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
11562,10/2/2020,Sonoma,California,6097,7752,122,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
11563,10/2/2020,Stanislaus,California,6099,16628,368,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
11564,10/2/2020,Sutter,California,6101,1748,11,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
11565,10/2/2020,Tehama,California,6103,606,5,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
11566,10/2/2020,Trinity,California,6105,16,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
11567,10/2/2020,Tulare,California,6107,16399,265,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
11568,10/2/2020,Tuolumne,California,6109,230,4,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
11569,10/2/2020,Ventura,California,6111,13057,153,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
11570,10/2/2020,Yolo,California,6113,2847,55,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
11571,10/2/2020,Yuba,California,6115,1188,9,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
11572,10/3/2020,Alameda,California,6001,21642,426,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
11573,10/3/2020,Alpine,California,6003,2,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
11574,10/3/2020,Amador,California,6005,295,16,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
11575,10/3/2020,Butte,California,6007,2879,45,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
11576,10/3/2020,Calaveras,California,6009,324,14,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
11577,10/3/2020,Colusa,California,6011,538,6,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
11578,10/3/2020,Contra Costa,California,6013,17159,211,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
11579,10/3/2020,Del Norte,California,6015,146,1,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
11580,10/3/2020,El Dorado,California,6017,1168,4,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
11581,10/3/2020,Fresno,California,6019,28855,399,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
11582,10/3/2020,Glenn,California,6021,594,3,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
11583,10/3/2020,Humboldt,California,6023,518,8,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
11584,10/3/2020,Imperial,California,6025,12047,325,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
11585,10/3/2020,Inyo,California,6027,191,15,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
11586,10/3/2020,Kern,California,6029,32443,386,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
11587,10/3/2020,Kings,California,6031,7716,80,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
11588,10/3/2020,Lake,California,6033,579,11,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
11589,10/3/2020,Lassen,California,6035,744,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
11590,10/3/2020,Los Angeles,California,6037,273638,6642,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
11591,10/3/2020,Madera,California,6039,4642,70,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
11592,10/3/2020,Marin,California,6041,6775,119,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
11593,10/3/2020,Mariposa,California,6043,76,2,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
11594,10/3/2020,Mendocino,California,6045,996,20,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
11595,10/3/2020,Merced,California,6047,9033,145,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
11596,10/3/2020,Modoc,California,6049,26,0,yes,yes,SRID=4326; POINT(-120.72495992927404 41.58985265562181)
11597,10/3/2020,Mono,California,6051,168,2,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
11598,10/3/2020,Monterey,California,6053,10312,75,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
11599,10/3/2020,Napa,California,6055,1738,13,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
11600,10/3/2020,Nevada,California,6057,543,7,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
11601,10/3/2020,Orange,California,6059,55903,1286,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
11602,10/3/2020,Placer,California,6061,3628,49,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
11603,10/3/2020,Plumas,California,6063,48,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
11604,10/3/2020,Riverside,California,6065,59934,1231,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
11605,10/3/2020,Sacramento,California,6067,22854,430,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
11606,10/3/2020,San Benito,California,6069,1362,11,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
11607,10/3/2020,San Bernardino,California,6071,56011,962,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
11608,10/3/2020,San Diego,California,6073,48263,798,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
11609,10/3/2020,San Francisco,California,6075,11417,107,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
11610,10/3/2020,San Joaquin,California,6077,20485,470,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
11611,10/3/2020,San Luis Obispo,California,6079,3685,31,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
11612,10/3/2020,San Mateo,California,6081,10207,152,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
11613,10/3/2020,Santa Barbara,California,6083,9249,115,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
11614,10/3/2020,Santa Clara,California,6085,21734,334,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
11615,10/3/2020,Santa Cruz,California,6087,2494,12,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
11616,10/3/2020,Shasta,California,6089,1046,22,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
11617,10/3/2020,Sierra,California,6091,6,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
11618,10/3/2020,Siskiyou,California,6093,167,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
11619,10/3/2020,Solano,California,6095,6525,71,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
11620,10/3/2020,Sonoma,California,6097,7799,122,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
11621,10/3/2020,Stanislaus,California,6099,16703,370,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
11622,10/3/2020,Sutter,California,6101,1748,11,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
11623,10/3/2020,Tehama,California,6103,619,6,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
11624,10/3/2020,Trinity,California,6105,16,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
11625,10/3/2020,Tulare,California,6107,16399,265,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
11626,10/3/2020,Tuolumne,California,6109,230,4,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
11627,10/3/2020,Ventura,California,6111,13120,153,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
11628,10/3/2020,Yolo,California,6113,2867,56,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
11629,10/3/2020,Yuba,California,6115,1188,9,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
11630,10/4/2020,Alameda,California,6001,21729,426,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
11631,10/4/2020,Alpine,California,6003,2,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
11632,10/4/2020,Amador,California,6005,295,16,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
11633,10/4/2020,Butte,California,6007,2894,45,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
11634,10/4/2020,Calaveras,California,6009,324,14,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
11635,10/4/2020,Colusa,California,6011,538,6,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
11636,10/4/2020,Contra Costa,California,6013,17263,212,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
11637,10/4/2020,Del Norte,California,6015,146,1,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
11638,10/4/2020,El Dorado,California,6017,1188,4,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
11639,10/4/2020,Fresno,California,6019,28975,399,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
11640,10/4/2020,Glenn,California,6021,601,3,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
11641,10/4/2020,Humboldt,California,6023,518,8,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
11642,10/4/2020,Imperial,California,6025,12047,325,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
11643,10/4/2020,Inyo,California,6027,194,15,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
11644,10/4/2020,Kern,California,6029,32491,386,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
11645,10/4/2020,Kings,California,6031,7912,82,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
11646,10/4/2020,Lake,California,6033,588,11,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
11647,10/4/2020,Lassen,California,6035,744,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
11648,10/4/2020,Los Angeles,California,6037,274565,6647,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
11649,10/4/2020,Madera,California,6039,4642,70,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
11650,10/4/2020,Marin,California,6041,6783,119,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
11651,10/4/2020,Mariposa,California,6043,76,2,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
11652,10/4/2020,Mendocino,California,6045,1005,20,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
11653,10/4/2020,Merced,California,6047,9033,145,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
11654,10/4/2020,Modoc,California,6049,26,0,yes,yes,SRID=4326; POINT(-120.72495992927404 41.58985265562181)
11655,10/4/2020,Mono,California,6051,168,2,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
11656,10/4/2020,Monterey,California,6053,10359,75,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
11657,10/4/2020,Napa,California,6055,1753,13,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
11658,10/4/2020,Nevada,California,6057,544,7,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
11659,10/4/2020,Orange,California,6059,56226,1286,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
11660,10/4/2020,Placer,California,6061,3648,49,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
11661,10/4/2020,Plumas,California,6063,48,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
11662,10/4/2020,Riverside,California,6065,59991,1231,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
11663,10/4/2020,Sacramento,California,6067,23075,430,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
11664,10/4/2020,San Benito,California,6069,1365,11,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
11665,10/4/2020,San Bernardino,California,6071,56275,962,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
11666,10/4/2020,San Diego,California,6073,48499,803,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
11667,10/4/2020,San Francisco,California,6075,11478,108,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
11668,10/4/2020,San Joaquin,California,6077,20485,470,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
11669,10/4/2020,San Luis Obispo,California,6079,3685,31,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
11670,10/4/2020,San Mateo,California,6081,10207,152,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
11671,10/4/2020,Santa Barbara,California,6083,9256,115,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
11672,10/4/2020,Santa Clara,California,6085,21840,345,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
11673,10/4/2020,Santa Cruz,California,6087,2501,12,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
11674,10/4/2020,Shasta,California,6089,1117,22,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
11675,10/4/2020,Sierra,California,6091,6,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
11676,10/4/2020,Siskiyou,California,6093,167,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
